fid,dn,fid_2,dn_2,fid_3,id,objectid_1,objectid,village,vlcode,block,bkcode,subdistric,sdcode,sub_distri,district,dtcode,district_h,state,stcode,country,total_urba,total_hous,total_popu,avg_househ,total_geog,total_male,total_fema,tapwater_t,tapwater_u,covered_we,covered__1,covered__2,uncovered_,uncovere_1,uncovere_2,handpump_s,hand_pump_,hand_pum_1,tubewell_b,tube_wells,tube_wel_1,spring_sta,spring_fun,spring_f_1,river_cana,tank_pond_,others_sta,closed_dra,open_drain,village_pi,forest_are,area_under,barren_unc,permanent_,land_under,culturable,fallows_la,current_fa,net_area_s,total_unir,area_irrig,canals_are,wells_tube,tanks_lake,waterfall_,other_sour,nearest_to,nearest__1,shape_leng,shape_le_1,shape_area,ds_name,src_agency,state_name,village_area_km2,village_id,flood_area_km2,flood_exposure_pct,flood_risk,hospital_dist_km,name,amenity,population_density,water_availability,drainage_availability,healthcare_gap_score,river_distance_km,flood_score,population_score,water_gap_score,drainage_gap_score,service_gap_score,river_vulnerability_score,ml_cluster,ml_risk_group,vulnerability_score,vulnerability_class,flood_score_contribution,population_score_contribution,service_gap_score_contribution,river_vulnerability_score_contribution,underserved_score,welfare_priority_score,welfare_priority,priority_rank,priority_services,priority_reason
100,1,1,1,4189,41022,41022,107557,Chaugaon,540781,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,804,3041,3.78233831,1083,1530,1511,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,117,29,54,8,0,36,2,20,816,85,732,0,0,85,0,0,BRAHMAPURI,10,15357.47392,15357.47392,9448734.008,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,4189,0.332920659,3.329206592,Low,6.442297182313473,,hospital,304.1,85.0,0.0,37.92299227190408,0,8.93316334319639,16.253340459647248,80.68181818181819,50.0,56.20160348457409,50.0,4,Low,28.37,Moderate,3.57,3.25,14.05,7.5,34.76,27.16,Moderate,130,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
101,1,1,1,4281,41123,41123,107658,Chicholi Bk,540741,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,375,1636,4.36266667,524,833,803,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,105,11,2,0,11,6,2,386,103,283,0,98,0,0,5,BRAHMAPURI,9,10061.59238,10061.59238,4874938.572,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4281,0.656204739,13.12409478,Low,3.311214169429164,"Vikttubaba physiotherapy clinic, wadsa",hospital,327.2,0.0,0.0,19.42132675505618,0,35.21863670255524,17.487974345269908,100.0,50.0,56.47377558501873,50.0,0,Very High,39.2,Moderate,14.09,3.5,14.12,7.5,40.53,38.58,Moderate,28,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
102,1,1,1,3029,39825,39825,106360,Londholi,540971,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,499,2015,4.03807615,617,1019,996,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,122,0,61,18,0,17,0,2,397,175,221,0,0,166,0,9,MUL,30,12073.47321,12073.47321,7856469.278,Administrative Boundary,Survey of India (SOI),"Maharashtra
",8,3029,0.064956053,0.811950668,Low,5.825405097696726,Balprabha Hospital,hospital,251.875,166.0,0.0,34.277758031034786,0,2.177878110838797,13.462052378407268,62.27272727272727,50.0,48.85016176792069,50.0,3,High,23.28,Low,0.87,2.69,12.21,7.5,28.9,21.11,Low,187,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
103,1,1,1,4588,41841,41841,108376,Brahmapuri,251373,,0.0,Brahmapuri,4067,,Chandrapur,473,,MH,27,India,Urban,8575,36025,4.20116618,0,0,0,,,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23456.78503,23456.78503,21094071.81,Administrative Boundary,Survey of India (SOI),"Maharashtra
",22,4588,0.199563621,0.907107367,Low,1.158676180128807,Akshay Nursing Home,hospital,1637.5,0.0,0.0,6.701913783102811,0,2.433239767707261,87.52004275788349,100.0,50.0,52.23397126103427,50.0,2,Moderate,39.04,Moderate,0.97,17.5,13.06,7.5,52.86,39.43,Moderate,24,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by high population exposure, water-service gap, drainage-service gap."
104,1,1,1,3038,39836,39836,106371,Wakadi,539162,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,290,1123,3.87241379,419,581,542,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,145,46,0,8,0,40,0,0,180,110,70,0,0,110,0,0,GADCHIROLI,6,9870.943364,9870.943364,4651164.056,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3038,0.18161131,3.632226192,Low,3.871069923691962,,,224.6,110.0,0.0,22.72953157122648,0,9.746344001340272,12.004275788348478,75.0,50.0,49.24317719040883,50.0,4,Low,26.11,Moderate,3.9,2.4,12.31,7.5,30.17,24.09,Low,161,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
105,1,1,1,4676,41932,41932,108467,Indora,537510,Lakhandur,94.0,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,India,Rural,264,1084,4.10606061,1080,558,526,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,550,7,77,3,4,0,75,0,363,185,178,155,0,30,0,0,Desaiganj,8,13381.93875,13381.93875,10474243.96,Administrative Boundary,Survey of India (SOI),"Maharashtra
",11,4676,0.097824873,0.889317024,Low,3.5364615988921013,"Government Hospital, Soni",hospital,98.54545454545455,30.0,0.0,20.752320721458258,0,2.3854977641228547,5.266993829259997,93.18181818181819,50.0,54.644712967758814,50.0,4,Low,23.17,Low,0.95,1.05,13.66,7.5,29.38,21.34,Low,183,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
106,1,1,1,4694,41952,41952,108487,Keshori,537512,Lakhandur,94.0,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,India,Rural,0,0,0.0,82,0,0,,,,,,,,,,,,,,,,,,,,,,,,23,2,4,0,0,0,4,1,48,41,7,41,0,0,0,0,,0,3174.040838,3174.040838,584449.0353,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,4694,0.051069639,5.106963871,Low,2.308589824922358,"Government Hospital, Soni",hospital,0.0,0.0,0.0,13.496788764597218,0,13.703936699630418,0.0,100.0,50.0,54.498929588199076,50.0,4,Low,26.61,Moderate,5.48,0.0,13.62,7.5,29.99,24.83,Low,154,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
107,1,1,1,3037,39835,39835,106370,Kurul,539266,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,493,2018,4.09330629,898,1017,1001,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,320,114,44,0,0,6,5,85,323,294,29,290,0,0,0,4,GADCHIROLI,29,17995.17003,17995.17003,9581709.134,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,3037,0.702606292,7.026062919,Low,6.4579420061908674,Balprabha Hospital,hospital,201.8,0.0,0.0,38.015438015839464,0,18.854013549101335,10.785676109032604,100.0,50.0,62.67181267194649,50.0,4,Low,32.87,Moderate,7.54,2.16,15.67,7.5,38.34,32.33,Moderate,66,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
108,1,1,1,4637,41889,41889,108424,Lakhandur,276324,,0.0,Lakhandur,4043,,Bhandara,471,,MH,27,India,Rural,2343,9231,3.93982074,0,0,0,,,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,12734.27492,12734.27492,8490497.982,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4637,0.147270478,1.636338646,Low,1.5361794678997027,"Rural Hospital, Lakhandur",hospital,1025.6666666666667,0.0,0.0,8.932592284153962,0,4.390198233088129,54.819169784429015,100.0,50.0,52.977530761384656,50.0,2,Moderate,33.46,Moderate,1.76,10.96,13.24,7.5,43.81,32.99,Moderate,60,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by high population exposure, water-service gap, drainage-service gap."
109,1,1,1,4068,40893,40893,107428,Dongargaon Maske,540881,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,241,952,3.95020747,460,498,454,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,33,1,56,8,0,0,78,4,280,176,104,0,1,175,0,0,MUL,31,9663.69255,9663.69255,4661923.933,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4068,0.010929233,0.218584657,Low,5.630664952851892,Dr. Kilnake Hospital,hospital,190.4,175.0,0.0,33.127032544742875,0,0.5855264499390075,10.176376269374666,60.22727272727273,50.0,47.7847684240052,50.0,3,High,21.72,Low,0.23,2.04,11.95,7.5,27.06,19.31,Low,197,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
110,1,1,1,2995,39793,39793,106328,Khandala,539224,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,154,604,3.92207792,358,305,299,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,4,16,8,0,0,0,24,306,213,93,213,0,0,0,0,MUL,10,6978.825618,6978.825618,2471658.008,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,2995,0.101575454,3.385848471,Low,10.35441470158747,"Rural Hospital, Saoli",hospital,201.33333333333334,0.0,0.0,61.03981463220688,0,9.085166977429047,10.760734010333156,100.0,50.0,70.3466048774023,50.0,1,Very Low,30.87,Moderate,3.63,2.15,17.59,7.5,40.22,30.91,Moderate,85,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
111,1,1,1,4088,40920,40920,107455,Bordha,540858,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,206,718,3.48543689,445,341,377,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,206,17,44,3,0,2,1,3,169,43,126,0,0,43,0,0,BRAHMAPURI,40,12187.80512,12187.80512,5351251.142,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,4088,0.261527042,4.358784041,Low,14.323879416523964,Janatal Hospital,hospital,119.66666666666667,43.0,0.0,84.4955033298475,0,11.69612807415082,6.395866737929806,90.22727272727272,50.0,74.90759201904007,50.0,1,Very Low,32.18,Moderate,4.68,1.28,18.73,7.5,41.71,32.6,Moderate,62,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
112,1,1,1,4122,40952,40952,107487,Churchara Mal,539106,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,222,813,3.66216216,331,402,411,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,148,4,26,21,0,2,7,1,121,121,0,0,121,0,0,0,GADCHIROLI,13,8567.750208,8567.750208,3778845.577,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4122,0.003827374,0.095684342,Low,3.482253982183166,Janatal Hospital,hospital,203.25,0.0,0.0,20.432006252411227,0,0.25571227607767855,10.863174772848744,100.0,50.0,56.810668750803735,50.0,4,Low,23.98,Low,0.1,2.17,14.2,7.5,31.72,22.49,Low,174,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
113,1,1,1,4351,41203,41203,107738,Ravi,538504,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,151,625,4.13907285,165,328,297,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,37,46,0,13,0,6,2,4,57,78,-21,71,0,0,0,7,DESAIGANJ,20,6353.116831,6353.116831,2425189.384,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4351,0.060145544,2.004851454,Low,6.801305783906507,SDH Armori,hospital,208.33333333333334,0.0,0.0,40.04438510531442,0,5.37913587192037,11.134865490824872,100.0,50.0,63.34812836843813,50.0,4,Low,27.72,Moderate,2.15,2.23,15.84,7.5,36.09,26.99,Moderate,134,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
114,1,1,1,4555,41809,41809,108344,Pimpalgaon,540737,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,1141,4711,4.12883436,782,2350,2361,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,147,0,9,0,0,0,5,621,107,513,0,107,0,0,0,BRAHMAPURI,11,15452.12515,15452.12515,9050903.512,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4555,1.966553414,21.85059349,Moderate,4.387209192189832,"Government Hospital, Soni",hospital,523.4444444444445,0.0,0.0,25.779414332738238,0,58.63698972093931,27.976720707880514,100.0,50.0,58.59313811091275,50.0,0,Very High,51.2,High,23.45,5.6,14.65,7.5,49.42,51.57,High,9,"Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, water-service gap, drainage-service gap."
115,1,1,1,3028,39824,39824,106359,Umri,540968,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,47,203,4.31914894,626,101,102,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,313,0,26,12,0,45,4,2,224,78,146,0,0,78,0,0,MUL,31,9628.856547,9628.856547,6200700.707,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,3028,0.024304675,0.405077922,Low,9.2215362527245,Balprabha Hospital,hospital,33.833333333333336,78.0,0.0,54.3456011457366,0,1.0859980893052446,1.808302155709959,82.27272727272728,50.0,62.20610947282129,50.0,1,Very Low,23.85,Low,0.43,0.36,15.55,7.5,31.86,22.64,Low,173,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
116,1,1,1,2748,39547,39547,106082,Chak Thana,541467,Pombhurna,124.0,Pombhurna,4073,Pombhurna,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,146,536,3.67123288,533,273,263,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,36,0,74,0,0,0,0,10,412,42,370,0,27,0,0,15,MUL,31,8681.461112,8681.461112,3129961.853,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,2748,0.02095179,0.698393006,Low,16.88322933607401,Rural Hospital Gondpipari,hospital,178.66666666666666,0.0,0.0,99.61878046981265,0,1.8731357960761856,9.54926064493141,100.0,50.0,83.20626015660422,50.0,1,Very Low,30.96,Moderate,0.75,1.91,20.8,7.5,44.84,32.1,Moderate,70,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
117,1,1,1,4577,41829,41829,108364,Hardoli,540740,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,220,962,4.37272727,273,502,460,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,13,57,2,0,2,5,2,192,34,158,0,34,0,0,0,BRAHMAPURI,10,6438.585509,6438.585509,2365471.771,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4577,0.378876501,18.94382504,Moderate,2.1799393906592868,"Vikttubaba physiotherapy clinic, wadsa",hospital,481.0,0.0,0.0,12.736589404331799,0,50.836412196439674,25.708177445216464,100.0,50.0,54.24552980144393,50.0,0,Very High,46.54,Moderate,20.33,5.14,13.56,7.5,45.0,46.25,Moderate,13,"Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, water-service gap, drainage-service gap."
118,1,1,1,3060,39857,39857,106392,Navegaon Raiyyatwari,539251,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,566,2281,4.03003534,256,1151,1130,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,17,65,0,2,0,2,5,0,165,128,37,128,0,0,0,0,GADCHIROLI,20,14079.75021,14079.75021,8197902.518,Administrative Boundary,Survey of India (SOI),"Maharashtra
",8,3060,0.425297614,5.316220169,Low,14.92852474214754,Balprabha Hospital,hospital,285.125,0.0,0.0,88.0683710963612,0,14.265495008493584,15.239176910742918,100.0,50.0,79.35612369878707,50.0,1,Very Low,36.09,Moderate,5.71,3.05,19.84,7.5,47.1,37.27,Moderate,34,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
119,1,1,1,3086,39883,39883,106418,Nimgaon Riyyatwari,539264,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,38,134,3.52631579,283,65,69,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,28,24,1,4,0,10,2,11,204,194,10,191,0,0,0,3,GADCHIROLI,30,5894.717597,5894.717597,2502423.429,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,3086,0.116166611,3.872220357,Low,8.141413616410354,Balprabha Hospital,hospital,44.666666666666664,0.0,0.0,47.96312337302139,0,10.390390172100815,2.3873151612328525,100.0,50.0,65.98770779100714,50.0,1,Very Low,28.63,Moderate,4.16,0.48,16.5,7.5,35.79,28.01,Moderate,127,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
120,1,1,1,4061,40885,40885,107420,Vihirgaon,540879,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,353,1385,3.92351275,809,728,657,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,104,6,0,16,0,86,166,3,428,162,266,0,10,107,0,45,MUL,44,17431.22488,17431.22488,8468720.894,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4061,0.008144937,0.090499296,Low,2.683066629169065,Rural Hospital Gondpipari,hospital,153.88888888888889,107.0,0.0,15.709583681717065,0,0.2417977335240408,8.224953975889305,75.68181818181819,50.0,47.13046728784508,50.0,4,Low,21.02,Low,0.1,1.64,11.78,7.5,26.08,18.49,Low,198,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
121,1,1,1,4063,40887,40887,107422,Akapur,540865,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,195,783,4.01538462,293,401,382,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,90,65,2,4,0,9,0,0,124,84,40,63,3,15,0,4,MUL,48,8676.628305,8676.628305,4299841.889,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4063,0.482452181,12.06130451,Low,2.3219648000578714,Dr. Varhade Hospital,hospital,195.75,15.0,0.0,13.575821902727103,0,32.36654234553175,10.462319615179048,96.5909090909091,50.0,53.38891033121206,50.0,4,Low,35.89,Moderate,12.95,2.09,13.35,7.5,36.31,34.69,Moderate,45,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
122,1,1,1,2908,39707,39707,106242,Gauripur,539285,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,294,1301,4.42517007,471,641,660,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,134,91,0,11,2,3,17,0,212,109,103,108,0,0,0,1,GADCHIROLI,40,9797.26129,9797.26129,5557044.757,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,2908,0.04349652,0.724942006,Low,5.893853575037388,"General Hospital, Chamorshi",hospital,216.83333333333334,0.0,0.0,34.682222182155414,0,1.9443824523751905,11.589168002850526,100.0,50.0,61.56074072738514,50.0,4,Low,25.99,Moderate,0.78,2.32,15.39,7.5,34.65,25.03,Moderate,151,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
123,1,1,1,2751,39550,39550,106085,Nawegaon More,541476,Pombhurna,124.0,Pombhurna,4073,Pombhurna,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,347,1372,3.95389049,702,722,650,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,11,6,31,5,0,10,0,14,626,213,413,0,37,0,0,175,MUL,34,9693.97501,9693.97501,6481546.487,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,2751,0.060997564,0.871393777,Low,14.73261274514563,Rural Hospital Gondpipari,hospital,196.0,0.0,0.0,86.91072109974614,0,2.337399100565991,10.47568145376804,100.0,50.0,78.97024036658205,50.0,1,Very Low,30.27,Moderate,0.93,2.1,19.74,7.5,43.1,31.03,Moderate,83,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
124,1,1,1,3057,39854,39854,106389,Yevli,539182,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,669,2428,3.62929746,982,1185,1243,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,252,15,161,10,0,40,0,16,488,205,282,0,2,178,0,26,GADCHIROLI,13,12282.39,12282.39,7400929.021,Administrative Boundary,Survey of India (SOI),"Maharashtra
",8,3057,1.936962303,24.21202879,Moderate,12.34662794757568,Dr. Mallick Hospital,hospital,303.5,178.0,0.0,72.81186378064305,0,64.97411613592435,16.221272047033672,59.54545454545455,50.0,60.785772775365864,50.0,0,Very High,51.93,High,25.99,3.24,15.2,7.5,48.25,52.29,High,8,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, limited healthcare accessibility, water-service gap, drainage-service gap."
125,1,1,1,4142,40972,40972,107507,Indala,539115,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,316,1235,3.90822785,306,630,605,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,0,62,0,48,0,2,13,0,181,119,62,0,4,115,0,0,GADCHIROLI,9,6112.981414,6112.981414,2425118.143,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4142,0.009919484,0.330649458,Low,4.866697786392107,Nobel Multispeciality Hospital,hospital,411.6666666666667,115.0,0.0,28.612727136189577,0,0.8862625364229946,22.002494209869948,73.86363636363636,50.0,50.825454499941976,50.0,4,Low,24.96,Low,0.35,4.4,12.71,7.5,32.19,23.22,Low,167,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
126,1,1,1,4291,41133,41133,107668,Baradkinhi,540831,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,710,2930,4.12676056,833,1503,1427,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,145,117,0,26,0,0,0,19,526,74,452,0,10,56,0,8,BRAHMAPURI,22,14661.43647,14661.43647,9552989.522,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,4291,1.847905813,18.47905813,Moderate,6.786553947976247,SDH Armori,hospital,293.0,56.0,0.0,39.95721605453615,0,49.589167919972745,15.660074826296096,87.27272727272728,50.0,59.07664777575447,50.0,0,Very High,45.24,Moderate,19.84,3.13,14.77,7.5,44.15,45.11,Moderate,17,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
127,1,1,1,5896,41944,41944,108479,Keshori Kh,537511,Lakhandur,94.0,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,India,Rural,0,0,0.0,145,0,0,,,,,,,,,,,,,,,,,,,,,,,,33,1,3,6,0,0,6,1,95,95,0,80,0,15,0,0,,0,4344.844363,4344.844363,917878.9919,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,5896,0.000896705,0.089670508,Low,1.843377628791121,"Government Hospital, Soni",hospital,0.0,15.0,0.0,10.747835635037886,0,0.23957360554254467,0.0,96.5909090909091,50.0,52.446248241982325,50.0,4,Low,20.71,Low,0.1,0.0,13.11,7.5,26.27,18.46,Low,199,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
